name,cat,res,correct,t,n_pixels
beard3.jpeg,accept,False,False,0.33770108222961426,1500000
mug5.jpg,accept,True,True,0.5330121517181396,1166400
superstore.webp,accept,True,True,0.1437222957611084,307200
mug4.png,accept,False,False,0.2777111530303955,1166400
pass4.jpeg,accept,True,True,0.07704615592956543,139968
mug6.jpg,accept,True,True,0.11542725563049316,241450
pass2.jpg,accept,True,True,0.08233070373535156,167860
hijab2.jpg,accept,True,True,0.4466819763183594,992504
man6.jpg,accept,False,False,1.0116848945617676,24000000
man7.jpg,accept,False,False,1.227919101715088,19961856
pass3.jpg,accept,True,True,0.04690814018249512,88800
mug7.jpg,accept,True,True,0.5882241725921631,1310720
dark-background2.webp,accept,True,True,0.11119318008422852,240000
man5.webp,accept,True,True,1.4391820430755615,3375000
woman.jpg,accept,True,True,0.42673301696777344,960000
sad.jpeg,accept,True,True,0.027713775634765625,50325
Pasfotos-Nederland.webp,accept,True,True,0.22122478485107422,494140
woman2.webp,accept,True,True,2.1945958137512207,19784704
boy.jpg,accept,False,False,2.117065906524658,10215776
woman3.webp,accept,True,True,0.40570521354675293,907200
dark-background.jpg,accept,False,False,0.05461621284484863,240000
pass.jpg,accept,True,True,0.04327392578125,86400
beard5.jpeg,accept,True,True,0.6770801544189453,1500000
man4.webp,accept,True,True,0.4199659824371338,961200
two-faces.png,multiple,False,True,0.3705158233642578,1586172
canadianPass.jpg,multiple,False,True,0.5960419178009033,2760704
school.jpg,multiple,False,True,1.0459201335906982,23322000
coupl34.jpg,multiple,False,True,0.15011191368103027,596000
couple2.jpg,multiple,False,True,0.10301613807678223,443200
stock.jpg,multiple,False,True,0.43164896965026855,1932800
family.jpg,multiple,False,True,0.22236084938049316,958800
gym.jpg,multiple,False,True,1.0613658428192139,21026304
children.jpg,multiple,True,False,0.12104487419128418,249696
hipsters.jpg,multiple,False,True,0.31824302673339844,1438400
group3.webp,multiple,False,True,0.7337470054626465,3376500
friends.jpg,multiple,False,True,0.1477341651916504,656640
pass4.jpg,multiple,False,True,0.12041497230529785,538624
family2.jpg,multiple,False,True,0.8981349468231201,4193376
couple3.jpeg,multiple,False,True,0.09823489189147949,426400
collage.jpg,multiple,False,True,0.702117919921875,3276800
business.jpg,multiple,False,True,0.6141231060028076,2795520
pass2.jpg,multiple,False,True,0.18243408203125,810700
pass3.jpg,multiple,False,True,0.12310481071472168,550850
group2.webp,multiple,False,True,0.7254288196563721,3375000
angelina-rotated.png,multiple,False,True,0.06702327728271484,284031
couple.jpg,multiple,False,True,0.08168172836303711,360000
denmark-royalty.jpg,multiple,False,True,0.5024409294128418,2359296
group4.webp,multiple,False,True,0.7172210216522217,3375000
pass.jpg,multiple,False,True,0.18563580513000488,843750
eyes-closed6.jpg,eyes-closed,False,True,0.21686100959777832,984000
eyes-closed4.jpg,eyes-closed,True,False,0.1176609992980957,259200
eyes-closed5.jpg,eyes-closed,True,False,0.3081839084625244,667000
eyes-closed2.jpg,eyes-closed,True,False,0.11524009704589844,249696
eyes-closed3.jpg,eyes-closed,True,False,0.11535477638244629,249696
eyes-closed8.jpg,eyes-closed,True,False,0.13541078567504883,297024
eyes-closed9.jpg,eyes-closed,True,False,0.11292719841003418,240000
eyes-closed11.jpg,eyes-closed,True,False,0.1442248821258545,322452
eyes-closed10.jpg,eyes-closed,True,False,0.11973881721496582,249696
eyes-closed.jpg,eyes-closed,True,False,0.5174698829650879,1183952
eyes-closed7.jpeg,eyes-closed,False,True,0.8165829181671143,30105600
eyes-closed12.jpg,eyes-closed,True,False,0.48763489723205566,1120000
painting5.jpeg,art,True,False,0.411527156829834,848896
drawing12.jpeg,art,True,False,0.031222105026245117,50246
drawing2.jpeg,art,True,False,0.028843164443969727,50400
painting8.jpg,art,True,False,0.6753199100494385,1544192
painting9.jpg,art,False,True,0.5024130344390869,2310400
drawing.jpg,art,True,False,0.21587276458740234,452892
portrait.webp,art,True,False,0.0884711742401123,174000
drawing6.jpg,art,True,False,0.33628106117248535,722016
drawing10.webp,art,True,False,0.20923089981079102,433200
drawing5.jpg,art,True,False,0.3421189785003662,745780
painting.webp,art,True,False,2.5458099842071533,5502000
drawing4.jpg,art,True,False,0.06568717956542969,117600
drawing9.jpg,art,True,False,0.15196681022644043,337350
painting2.jpg,art,True,False,2.765684127807617,6305121
mona-lisa.jpg,art,True,False,1.09266996383667,2145600
painting3.jpg,art,True,False,0.22558093070983887,482400
drawing3.webp,art,True,False,0.9068169593811035,2032800
drawing11.jpg,art,True,False,0.05158090591430664,91280
painting4.jpg,art,True,False,0.3540830612182617,754600
drawing7.jpeg,art,True,False,0.028341054916381836,50400
painting7.jpg,art,True,False,0.24385690689086914,433000
painting6.jpg,art,True,False,0.3640289306640625,786432
painting10.jpg,art,True,False,0.9599528312683105,2202880
painting11.jpg,art,True,False,1.8695621490478516,23616972
van-gogh.jpg,art,True,False,0.14873385429382324,315500
drawing8.webp,art,True,False,0.15692996978759766,337200
dog.jpg,non-human,True,False,1.0916109085083008,2457600
seal.jpeg,non-human,False,True,0.03999209403991699,168270
beaver.jpg,non-human,False,True,0.3538527488708496,1637760
dog3.jpg,non-human,False,True,0.10959005355834961,480000
alien.jpeg,non-human,False,True,0.014312982559204102,50325
kitten.jpeg,non-human,False,True,0.0679941177368164,303750
tiger.jpg,non-human,False,True,0.47281908988952637,2073600
cat3.jpg,non-human,False,True,0.8118360042572021,30105600
ostrich.jpg,non-human,False,True,0.34091997146606445,1552500
fish2.jpg,non-human,False,True,0.0849599838256836,358400
panda.jpeg,non-human,False,True,0.013306856155395508,50325
owl.jpg,non-human,False,True,0.45438313484191895,2073600
cat2.webp,non-human,False,True,0.7842428684234619,3686400
chicken.jpeg,non-human,False,True,0.017063140869140625,50233
cat.jpg,non-human,False,True,0.9419240951538086,4302615
monkey2.jpg,non-human,False,True,0.3323819637298584,1500000
monkey3.jpg,non-human,True,False,0.3466360569000244,786432
robot.png,non-human,False,True,0.8226010799407959,3686400
car.png,non-human,False,True,0.20148205757141113,840780
flower.jpg,non-human,False,True,0.6306109428405762,2919359
dog2.jpeg,non-human,False,True,0.22063589096069336,958800
monkey.jpg,non-human,False,True,0.018591880798339844,68480
stokstaartje.jpg,non-human,False,True,0.12372183799743652,539980
robot2.webp,non-human,False,True,1.0759198665618896,21174452
bear.jpg,non-human,False,True,0.059558868408203125,264600
fish.jpg,non-human,False,True,1.5452311038970947,14548667
blur9.jpeg,blur,False,True,0.32885193824768066,1500000
pixelated.jpg,blur,False,True,0.01187586784362793,37800
pixels.webp,blur,False,True,0.019454002380371094,84096
pixels3.jpeg,blur,True,False,2.3050618171691895,5363856
blur.jpg,blur,False,True,0.06010317802429199,231480
partial.jpg,blur,True,False,0.5894808769226074,1316250
blur-partial.jpg,blur,False,True,0.01100611686706543,40188
pixels2.jpeg,blur,False,True,0.012798070907592773,50400
blur8.jpg,blur,True,False,0.11793875694274902,254400
blur2.jpeg,blur,False,True,0.9595282077789307,25958400
blur5.jpg,blur,True,False,0.025779008865356445,32942
blur4.jpg,blur,False,True,0.020196914672851562,82344
blur6.jpg,blur,False,True,0.09461832046508789,426400
blur3.jpg,blur,True,False,0.120513916015625,249696
blur10.jpg,blur,True,False,1.229172945022583,2772000
blur11.jpg,blur,False,True,0.19095587730407715,808864
blur12.jpeg,blur,True,False,0.028087139129638672,50325
blur7.jpeg,blur,True,False,0.029961347579956055,50325
underexposed5.jpg,lighting,False,True,0.21593189239501953,992700
underexposed4.jpg,lighting,False,True,1.7554540634155273,12192768
shadows4.webp,lighting,False,True,0.7276020050048828,3375000
overexposed4.jpeg,lighting,True,False,0.032939910888671875,50246
underexposed2.jpg,lighting,False,True,0.18321681022644043,806300
overexposed3.jpg,lighting,False,True,0.25016212463378906,1114100
underexposed3.jpeg,lighting,False,True,0.022654056549072266,92700
overexposed6.jpg,lighting,True,False,0.3472099304199219,786432
overexposed7.jpg,lighting,False,True,2.0786397457122803,10454400
overexposed5.jpg,lighting,True,False,0.13778996467590332,273280
shadows3.webp,lighting,False,True,0.14040017127990723,636300
shadows2.jpg,lighting,False,True,0.1534731388092041,667000
overexposed.webp,lighting,False,True,0.014421939849853516,48440
shadows5.jpg,lighting,False,True,0.06067395210266113,271360
overexposed2.webp,lighting,True,False,0.3509531021118164,798720
shadows.jpg,lighting,True,False,0.04243016242980957,69856
underexposed.webp,lighting,False,True,0.051844120025634766,222080
filter2.jpg,filter,False,True,0.16183185577392578,452042
filter3.jpeg,filter,True,False,0.3717169761657715,810000
filter4.png,filter,True,False,0.1315920352935791,262144
filter10.webp,filter,False,True,0.015275001525878906,50625
filter.jpeg,filter,True,False,0.10587191581726074,230400
fisheye.jpg,filter,False,True,0.15433812141418457,664000
filter12.jpeg,filter,True,False,0.02789306640625,50451
dog-filter.jpeg,filter,True,False,0.11078000068664551,230400
filter13.jpeg,filter,True,False,0.03080296516418457,50312
filter5.jpeg,filter,True,False,0.10937881469726562,230400
filter6.jpeg,filter,True,False,0.028362274169921875,50400
filter11.jpeg,filter,True,False,0.026639223098754883,50400
filter7.jpeg,filter,True,False,0.04779696464538574,90000
filter9.jpg,filter,True,False,0.4932210445404053,1078240
filter8.jpg,filter,True,False,0.9085891246795654,2073600
fisheye4.jpg,filter,False,True,0.24194097518920898,1080000
fisheye2.jpeg,filter,False,True,0.04909491539001465,210528
fisheye3.jpg,filter,False,True,0.17954683303833008,786432
tilted2.jpeg,rotation,False,True,1.1246740818023682,20160320
child.webp,rotation,True,False,0.428696870803833,960000
ariana-tilted.jpg,rotation,True,False,0.17427587509155273,376448
side-profile3.webp,rotation,False,True,0.24379420280456543,1091840
tilted-up.jpg,rotation,False,True,0.03304910659790039,139040
side-profile2.webp,rotation,False,True,0.21305394172668457,960000
kim-k-rotated.jpg,rotation,False,True,0.02284693717956543,89500
tilted3.webp,rotation,False,True,0.025610923767089844,109200
tilted4.jpg,rotation,False,True,0.5135090351104736,1125800
side-profile4.jpg,rotation,False,True,0.25062084197998047,1127100
facing-away.webp,rotation,True,False,1.4107367992401123,3370500
tilted6.jpg,rotation,True,False,0.5421309471130371,1203740
side-profile.jpg,rotation,True,False,0.6204516887664795,1397520
side-profile-man.jpg,rotation,False,True,0.27332091331481934,1274980
tilted.jpeg,rotation,False,True,0.3345670700073242,1501500
shadow-obstruction.jpg,obstruction,False,True,0.15712928771972656,698368
mask2.jpeg,obstruction,False,True,0.029896974563598633,126084
mask.webp,obstruction,True,False,0.12350201606750488,257300
watermelon.webp,obstruction,False,True,0.20841002464294434,960000
obstruction6.jpg,obstruction,True,False,0.1690082550048828,374544
hands.jpg,obstruction,False,True,0.6366269588470459,2996266
obstruction7.jpg,obstruction,True,False,2.470079183578491,5762400
full-obstruction2.jpg,obstruction,False,True,0.2945258617401123,1203740
obstruction4.jpg,obstruction,False,True,0.24566197395324707,1125800
obstruction5.jpeg,obstruction,True,False,0.4194622039794922,960000
obstruction2.jpg,obstruction,False,True,0.26410818099975586,1242800
full-obstruction.jpeg,obstruction,False,True,0.014439105987548828,50429
obstruction.jpeg,obstruction,False,True,0.012286901473999023,50200
phone-selfie.jpeg,obstruction,False,True,0.014006853103637695,50325
obstruction3.jpeg,obstruction,False,True,0.012969017028808594,50325
